SampleID,Species ID,Kind,Common Name,Scientific Name,Sensitivity,pH,Temperature,Ammonia,Nitrite,Nitrate,DissolvedO2,Quality,Failed Parameters,Primary Issue,Recommended Action,Action Priority,Min pH,Max pH,Min Temp (C),Max Temp (C),Max Safe Ammonia (ppm),Max Safe Nitrite (ppm),Max Safe Nitrate (ppm),Min Dissolved O2 (mg/L)
1272,85,Fish,Rainbow Shark,Epalzeorhynchos frenatum,Medium,7.41,23.0,0.875,1.893,4.0,10.7,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,27.0,0.02,0.02,20.0,6.5
1273,85,Fish,Rainbow Shark,Epalzeorhynchos frenatum,Medium,4.25,13.3,0.003,0.004,6.4,10.3,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.5,7.5,22.0,27.0,0.02,0.02,20.0,6.5
1274,85,Fish,Rainbow Shark,Epalzeorhynchos frenatum,Medium,7.38,26.4,0.12,0.001,5.7,3.0,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,27.0,0.02,0.02,20.0,6.5
1275,85,Fish,Rainbow Shark,Epalzeorhynchos frenatum,Medium,6.92,22.9,0.322,2.039,66.6,8.6,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,27.0,0.02,0.02,20.0,6.5
1276,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.64,19.4,0.0,0.003,5.1,9.2,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1277,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.23,15.7,0.002,0.003,8.0,9.5,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1278,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.31,16.9,0.002,0.001,6.2,8.9,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1279,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.65,20.7,0.001,0.003,3.7,10.8,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1280,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,6.88,16.1,0.014,0.007,16.2,7.6,good,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1281,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,6.59,15.5,0.013,0.009,13.3,7.4,good,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1282,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.29,19.5,0.015,0.006,16.3,7.7,good,,,Keep weekly testing and regular water changes.,low,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1283,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,8.11,15.9,0.0,0.003,4.2,10.4,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1284,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.53,13.0,0.0,0.003,5.8,9.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1285,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.36,17.4,0.004,0.003,27.9,8.6,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1286,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,6.08,18.6,0.003,0.001,6.9,11.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1287,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.46,20.8,0.603,7.492,54.6,10.2,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1288,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,6.78,18.3,0.587,1.857,8.0,9.9,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1289,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.51,17.0,0.78,1.488,7.6,10.2,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1290,86,Fish,Roseline Shark,Sahyadria denisonii,Medium,7.22,20.6,0.596,1.139,6.7,10.5,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.8,15.0,22.0,0.02,0.02,20.0,6.6
1291,87,Fish,African Butterflyfish,Pantodon buchholzi,High,7.03,26.3,0.001,0.0,3.4,10.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1292,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.54,25.6,0.0,0.002,3.8,9.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1293,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.62,26.7,0.001,0.002,1.7,7.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1294,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.84,25.2,0.001,0.002,2.0,9.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1295,87,Fish,African Butterflyfish,Pantodon buchholzi,High,7.03,27.2,0.006,0.001,8.3,6.9,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1296,87,Fish,African Butterflyfish,Pantodon buchholzi,High,7.15,26.2,0.005,0.005,8.1,6.5,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1297,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.84,27.7,0.007,0.002,8.6,6.7,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1298,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.81,22.1,0.0,0.001,4.0,8.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1299,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.79,25.0,0.0,0.0,22.6,11.5,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1300,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.11,25.4,0.0,0.002,19.1,8.6,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1301,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.38,21.5,0.0,0.0,1.8,9.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1302,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.81,26.7,0.503,5.15,76.2,9.2,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1303,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.94,26.0,0.299,6.751,67.5,11.4,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1304,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.3,24.8,0.12,0.002,2.2,2.9,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1305,87,Fish,African Butterflyfish,Pantodon buchholzi,High,6.36,26.2,0.12,0.001,2.1,1.6,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1306,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.69,25.8,0.001,0.002,2.1,11.4,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1307,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,7.0,25.6,0.001,0.0,4.0,10.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1308,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.11,26.0,0.0,0.001,2.9,8.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1309,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.93,25.3,0.001,0.001,4.1,9.8,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1310,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,7.08,25.5,0.008,0.002,8.6,6.5,good,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1311,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,7.16,27.7,0.006,0.004,8.3,6.8,good,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1312,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.8,26.7,0.006,0.001,9.3,6.6,good,,,Keep weekly testing and regular water changes.,low,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1313,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,5.61,24.9,0.0,0.0,2.5,10.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1314,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.78,22.8,0.0,0.001,3.3,10.0,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1315,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,5.83,24.8,0.001,0.0,3.3,9.5,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1316,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.66,25.0,0.001,0.0,13.7,10.6,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1317,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.31,26.9,0.317,1.89,74.8,9.9,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1318,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,7.03,26.4,0.835,5.726,64.8,9.2,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1319,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,6.28,26.5,0.964,0.973,4.1,9.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1320,88,Fish,Elephant Nose Fish,Gnathonemus petersii,High,7.06,26.5,0.12,0.0,1.7,1.4,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.2,24.0,28.0,0.01,0.01,10.0,6.2
1321,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.14,26.3,0.001,0.0,3.5,11.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1322,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.7,26.8,0.001,0.0,2.5,11.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1323,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.64,26.8,0.002,0.0,2.4,10.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1324,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.1,26.2,0.002,0.001,2.4,10.7,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1325,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.16,27.5,0.004,0.006,8.0,7.3,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1326,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.5,24.9,0.006,0.006,8.9,6.9,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1327,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.67,27.3,0.008,0.003,6.6,8.1,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1328,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.41,25.6,0.044,0.001,3.8,8.5,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1329,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.92,27.2,0.002,0.001,18.9,11.4,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1330,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.42,23.2,0.001,0.001,2.7,9.6,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1331,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.88,23.0,0.0,0.0,3.8,11.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1332,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,4.71,12.6,0.0,0.001,1.8,10.1,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1333,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.18,27.3,0.916,1.693,1.9,10.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1334,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,7.59,26.9,0.12,0.002,3.7,2.1,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1335,89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,High,9.85,34.3,0.0,0.001,4.2,9.8,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,7.0,8.0,24.0,28.0,0.01,0.01,10.0,6.4
1336,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.09,27.2,0.001,0.001,4.2,8.5,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1337,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.64,26.3,0.0,0.0,3.2,10.3,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1338,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.01,25.7,0.001,0.001,3.7,10.8,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1339,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.14,27.1,0.002,0.0,4.1,11.2,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1340,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.83,24.2,0.007,0.003,8.7,7.0,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1341,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.59,25.1,0.008,0.0,8.7,6.7,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1342,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.95,26.1,0.005,0.005,8.6,6.3,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1343,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.89,30.1,0.001,0.001,3.6,8.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1344,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.86,26.9,0.0,0.001,3.3,8.7,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1345,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.12,25.2,0.016,0.0,3.9,8.7,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1346,90,Fish,Ropefish,Erpetoichthys calabaricus,High,7.81,25.1,0.001,0.0,2.3,8.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1347,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.62,26.3,0.12,0.001,2.2,1.5,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1348,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.95,26.7,0.12,0.001,3.2,3.7,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1349,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.73,24.7,0.663,4.47,59.7,10.9,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1350,90,Fish,Ropefish,Erpetoichthys calabaricus,High,6.62,27.1,1.053,2.459,74.0,10.8,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,24.0,28.0,0.01,0.01,10.0,6.0
1351,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.64,22.6,0.001,0.002,7.6,11.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1352,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.17,23.6,0.001,0.003,4.3,10.2,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1353,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.62,24.5,0.002,0.0,4.5,10.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1354,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.74,23.4,0.0,0.0,6.6,10.4,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1355,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.04,25.0,0.009,0.007,13.4,8.3,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1356,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.13,24.6,0.007,0.011,14.0,8.3,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1357,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.63,25.9,0.009,0.003,15.1,8.1,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1358,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.67,29.3,0.001,0.001,3.8,10.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1359,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.67,29.8,0.003,0.0,8.0,10.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1360,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.1,30.6,0.002,0.003,6.6,10.9,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1361,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.49,23.6,0.003,0.002,29.0,10.7,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1362,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,7.53,24.1,0.428,0.869,6.5,11.2,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1363,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,4.85,15.9,0.0,0.004,4.3,10.1,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1364,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.14,26.4,0.896,0.845,6.7,10.0,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1365,91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Medium,6.6,23.9,0.818,1.324,7.9,9.1,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,8.0,22.0,28.0,0.02,0.02,20.0,6.6
1366,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.49,24.8,0.003,0.001,6.5,10.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1367,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.09,29.4,0.003,0.002,6.7,9.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1368,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,7.08,25.2,0.002,0.001,5.6,9.8,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1369,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.27,29.3,0.0,0.0,5.1,10.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1370,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.28,27.2,0.014,0.001,18.9,7.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1371,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.96,24.8,0.014,0.012,13.6,6.9,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1372,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.43,24.2,0.017,0.008,16.6,8.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1373,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,7.19,23.0,0.001,0.001,4.7,9.4,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
1374,92,Fish,Silver Arowana,Osteoglossum bicirrhosum,High,6.56,32.2,0.001,0.001,5.1,9.9,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,30.0,0.02,0.02,20.0,6.5
